INPUT — CORTES (Ventas),,,,,,,,,,,,,,,,
Cargá acá las ventas diarias. No edites DB/CALC.,,,,,,,,,,,,,,,,
Regla: Venta neta negocio = Total cobrado - Propina (propina no cuenta como ingreso del negocio).,,,,,,,,,,,,,,,,
CARGA CORTES DIARIOS,,,,,,,,,,,,,,,,
Fecha,Cliente,Staff,Servicio,Moneda,Total cobrado,Propina,Medio de pago,Notas,Venta neta negocio,TC aplicado,Total MXN,Propina MXN,Neto MXN,Mes,Semana,Quincena
04-feb-2026,sofia ,MARU,Esculpidas,MXN," $1.200,00",,Tarjeta,," $1.200,00",1," $1.200,00"," $0,00"," $1.200,00",2026-02,6,2026-02-Q1
05-feb-2026,maddlen,FLOR,Manos Gel,MXN," $600,00",,Efectivo,," $600,00",1," $600,00"," $0,00"," $600,00",2026-02,6,2026-02-Q1
05-feb-2026,maddlen,KAREN RECEPCION,Lifting,MXN," $600,00",,Efectivo,," $600,00",1," $600,00"," $0,00"," $600,00",2026-02,6,2026-02-Q1
05-feb-2026,walk in,KAREN RECEPCION,Pies Gel ,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,6,2026-02-Q1
05-feb-2026,walk in,FLOR,Manos Gel,MXN," $680,00",,Efectivo,," $680,00",1," $680,00"," $0,00"," $680,00",2026-02,6,2026-02-Q1
05-feb-2026,kary,FLOR,Esculpidas,MXN," $981,00"," $89,00",Tarjeta,," $892,00",1," $981,00"," $89,00"," $892,00",2026-02,6,2026-02-Q1
06-feb-2026,sol andres,FLOR,Manos Gel,MXN," $450,00",,Tarjeta,," $450,00",1," $450,00"," $0,00"," $450,00",2026-02,6,2026-02-Q1
06-feb-2026,madison,KAREN RECEPCION,Pies Gel ,MXN," $420,00",,Tarjeta,," $420,00",1," $420,00"," $0,00"," $420,00",2026-02,6,2026-02-Q1
06-feb-2026,madison,KAREN RECEPCION,Lifting,MXN," $598,50"," $73,50",Tarjeta,," $525,00",1," $598,50"," $73,50"," $525,00",2026-02,6,2026-02-Q1
06-feb-2026,madison,FLOR,Manos Gel,MXN," $598,50"," $73,50",Tarjeta,," $525,00",1," $598,50"," $73,50"," $525,00",2026-02,6,2026-02-Q1
06-feb-2026,wendy,KAREN RECEPCION,Lifting,MXN," $525,00",,Efectivo,," $525,00",1," $525,00"," $0,00"," $525,00",2026-02,6,2026-02-Q1
06-feb-2026,mariela,FLOR,Manos Gel,MXN," $550,00"," $50,00",Tarjeta,," $500,00",1," $550,00"," $50,00"," $500,00",2026-02,6,2026-02-Q1
06-feb-2026,amy,FLOR,Pies Gel ,MXN," $462,00"," $42,00",Tarjeta,," $420,00",1," $462,00"," $42,00"," $420,00",2026-02,6,2026-02-Q1
06-feb-2026,julia,MARU,Esculpidas,MXN," $683,00",,Tarjeta,," $683,00",1," $683,00"," $0,00"," $683,00",2026-02,6,2026-02-Q1
06-feb-2026,maria laura,MARU,Extras,MXN," $53,00",,Tarjeta,," $53,00",1," $53,00"," $0,00"," $53,00",2026-02,6,2026-02-Q1
06-feb-2026,elisha,FLOR,Pedicure Spa,MXN," $600,00"," $100,00",Efectivo,," $500,00",1," $600,00"," $100,00"," $500,00",2026-02,6,2026-02-Q1
06-feb-2026,brenda,FLOR,Extras,MXN," $50,00",,Efectivo,," $50,00",1," $50,00"," $0,00"," $50,00",2026-02,6,2026-02-Q1
06-feb-2026,walk in,MARU,Esculpidas,MXN," $750,00"," $50,00",Efectivo,," $700,00",1," $750,00"," $50,00"," $700,00",2026-02,6,2026-02-Q1
06-feb-2026,walk in,FLOR,Esculpidas,MXN," $750,00"," $50,00",Efectivo,," $700,00",1," $750,00"," $50,00"," $700,00",2026-02,6,2026-02-Q1
06-feb-2026,pia,FLOR,Perfilado,MXN," $300,00"," $100,00",Efectivo,," $200,00",1," $300,00"," $100,00"," $200,00",2026-02,6,2026-02-Q1
06-feb-2026,brittney,MARU,Esculpidas,MXN," $1.045,00",,Tarjeta,," $1.045,00",1," $1.045,00"," $0,00"," $1.045,00",2026-02,6,2026-02-Q1
07-feb-2026,fiona,MARU,Esculpidas,MXN," $924,00"," $84,00",Tarjeta,," $840,00",1," $924,00"," $84,00"," $840,00",2026-02,6,2026-02-Q1
07-feb-2026,walk in,MARU,Manicura Spa,MXN," $300,00",,Efectivo,," $300,00",1," $300,00"," $0,00"," $300,00",2026-02,6,2026-02-Q1
07-feb-2026,walk in,MARU,Pedicure Spa,MXN," $500,00"," $100,00",Efectivo,," $400,00",1," $500,00"," $100,00"," $400,00",2026-02,6,2026-02-Q1
07-feb-2026,walk in,KAREN RECEPCION,Manicura Spa,MXN," $370,00"," $70,00",Efectivo,," $300,00",1," $370,00"," $70,00"," $300,00",2026-02,6,2026-02-Q1
07-feb-2026,walk in,KAREN RECEPCION,Pedicure Spa,MXN," $400,00",,Efectivo,," $400,00",1," $400,00"," $0,00"," $400,00",2026-02,6,2026-02-Q1
07-feb-2026,ingrid ,MARU,Pies Gel ,MXN," $550,00"," $50,00",Efectivo,," $500,00",1," $550,00"," $50,00"," $500,00",2026-02,6,2026-02-Q1
07-feb-2026,ingrid,KAREN RECEPCION,Lifting,MXN," $550,00"," $50,00",Efectivo,," $500,00",1," $550,00"," $50,00"," $500,00",2026-02,6,2026-02-Q1
07-feb-2026,ingrid,KAREN RECEPCION,Manicura Spa,MXN," $250,00",,Efectivo,," $250,00",1," $250,00"," $0,00"," $250,00",2026-02,6,2026-02-Q1
07-feb-2026,shanel,MARU,Manos Gel,MXN," $550,00"," $50,00",Efectivo,," $500,00",1," $550,00"," $50,00"," $500,00",2026-02,6,2026-02-Q1
07-feb-2026,walk in,KAREN,Extension pestañas,MXN," $966,00"," $84,00",Tarjeta,," $882,00",1," $966,00"," $84,00"," $882,00",2026-02,6,2026-02-Q1
09-feb-2026,wendy,KAREN,Extension pestañas,MXN," $840,00",,Tarjeta,," $840,00",1," $840,00"," $0,00"," $840,00",2026-02,7,2026-02-Q1
09-feb-2026,mafer,FLOR,Manos Gel,MXN," $450,00",,Transferencia,," $450,00",1," $450,00"," $0,00"," $450,00",2026-02,7,2026-02-Q1
09-feb-2026,mafer,FLOR,Pies Gel ,MXN," $500,00",,Transferencia,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,7,2026-02-Q1
09-feb-2026,mafer,KAREN RECEPCION,Depilacion rostro,MXN," $200,00",,Transferencia,," $200,00",1," $200,00"," $0,00"," $200,00",2026-02,7,2026-02-Q1
09-feb-2026,hanane,FLOR,Kapping Gel,MXN," $750,00"," $68,00",Tarjeta,," $682,00",1," $750,00"," $68,00"," $682,00",2026-02,7,2026-02-Q1
09-feb-2026,rusa,KAREN,Extension pestañas,MXN," $945,00",,Tarjeta,," $945,00",1," $945,00"," $0,00"," $945,00",2026-02,7,2026-02-Q1
09-feb-2026,pia,MARU,Esculpidas,MXN," $850,00",,Tarjeta,," $850,00",1," $850,00"," $0,00"," $850,00",2026-02,7,2026-02-Q1
09-feb-2026,camelia,FLOR,Lifting,MXN," $500,00",,Transferencia,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,7,2026-02-Q1
09-feb-2026,camelia,FLOR,Extras,MXN," $150,00",,Transferencia,," $150,00",1," $150,00"," $0,00"," $150,00",2026-02,7,2026-02-Q1
09-feb-2026,morgan,MARU,Acrilicas Esculpidas,MXN," $900,00",,Efectivo,," $900,00",1," $900,00"," $0,00"," $900,00",2026-02,7,2026-02-Q1
10-feb-2026,paige,FLOR,Pies Gel ,MXN," $630,00",,Tarjeta,," $630,00",1," $630,00"," $0,00"," $630,00",2026-02,7,2026-02-Q1
10-feb-2026,paige,FLOR,Esculpidas,MXN," $819,00"," $189,00",Tarjeta,," $630,00",1," $819,00"," $189,00"," $630,00",2026-02,7,2026-02-Q1
10-feb-2026,carisse,FLOR,Pedicure Spa,MXN," $491,00"," $71,00",Tarjeta,," $420,00",1," $491,00"," $71,00"," $420,00",2026-02,7,2026-02-Q1
10-feb-2026,carisse,KAREN RECEPCION,Laminado,MXN," $596,00"," $71,00",Tarjeta,," $525,00",1," $596,00"," $71,00"," $525,00",2026-02,7,2026-02-Q1
10-feb-2026,claudia,KAREN,Extension pestañas,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,7,2026-02-Q1
10-feb-2026,habea,FLOR,Kapping Gel,MXN," $682,00",,Tarjeta,," $682,00",1," $682,00"," $0,00"," $682,00",2026-02,7,2026-02-Q1
10-feb-2026,emi,KAREN RECEPCION,Lifting,MXN," $700,00",,Transferencia,," $700,00",1," $700,00"," $0,00"," $700,00",2026-02,7,2026-02-Q1
10-feb-2026,vane m,MARU,Manos Gel,MXN," $470,00",,Transferencia,," $470,00",1," $470,00"," $0,00"," $470,00",2026-02,7,2026-02-Q1
10-feb-2026,sofi,,,MXN," $450,00",,Transferencia,," $450,00",1," $450,00"," $0,00"," $450,00",2026-02,7,2026-02-Q1
10-feb-2026,walk in,FLOR,Depilacion rostro,MXN," $385,00"," $35,00",Tarjeta,," $350,00",1," $385,00"," $35,00"," $350,00",2026-02,7,2026-02-Q1
11-feb-2026,edwar,KAREN,Facial,MXN," $850,00",,,arreglo con maru," $850,00",1," $850,00"," $0,00"," $850,00",2026-02,7,2026-02-Q1
11-feb-2026,nanette,KAREN,Facial,MXN," $850,00",,Transferencia,girt card," $850,00",1," $850,00"," $0,00"," $850,00",2026-02,7,2026-02-Q1
11-feb-2026,kesha,KAREN RECEPCION,Perfilado,MXN," $263,00",,Tarjeta,," $263,00",1," $263,00"," $0,00"," $263,00",2026-02,7,2026-02-Q1
11-feb-2026,elena,FLOR,Laminado,MXN," $604,00",,Tarjeta,," $604,00",1," $604,00"," $0,00"," $604,00",2026-02,7,2026-02-Q1
11-feb-2026,jessie,FLOR,Pedicure Spa,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,7,2026-02-Q1
11-feb-2026,jessie,FLOR,Kapping Gel,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,7,2026-02-Q1
11-feb-2026,brittney,MARU,Manos Gel,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,7,2026-02-Q1
11-feb-2026,brittney,MARU,Manos Gel,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,7,2026-02-Q1
12-feb-2026,juli,FLOR,Pies Gel ,MXN," $619,50"," $94,50",Tarjeta,," $525,00",1," $619,50"," $94,50"," $525,00",2026-02,7,2026-02-Q1
12-feb-2026,juli,MARU,Esculpidas,MXN," $829,50"," $94,50",Tarjeta,," $735,00",1," $829,50"," $94,50"," $735,00",2026-02,7,2026-02-Q1
12-feb-2026,vero,KAREN,Extension pestañas,MXN," $500,00",,Transferencia,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,7,2026-02-Q1
12-feb-2026,vero,FLOR,Kapping Gel,MXN," $650,00",,Transferencia,," $650,00",1," $650,00"," $0,00"," $650,00",2026-02,7,2026-02-Q1
12-feb-2026,ashley,FLOR,Kapping Gel,MXN," $867,00"," $79,00",Tarjeta,," $788,00",1," $867,00"," $79,00"," $788,00",2026-02,7,2026-02-Q1
12-feb-2026,lis,FLOR,Pedicure Spa,MXN," $400,00",,Efectivo,," $400,00",1," $400,00"," $0,00"," $400,00",2026-02,7,2026-02-Q1
12-feb-2026,ailin,MARU,Pies Gel ,MXN," $600,00",,Efectivo,," $600,00",1," $600,00"," $0,00"," $600,00",2026-02,7,2026-02-Q1
12-feb-2026,walk in,MARU,Extras,MXN," $100,00",,Tarjeta,," $100,00",1," $100,00"," $0,00"," $100,00",2026-02,7,2026-02-Q1
13-feb-2026,nadine,MARU,Manos Gel,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,7,2026-02-Q1
13-feb-2026,nadine,MARU,Pies Gel ,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,7,2026-02-Q1
13-feb-2026,ashley,KAREN RECEPCION,Laminado,MXN," $604,00"," $79,00",Tarjeta,," $525,00",1," $604,00"," $79,00"," $525,00",2026-02,7,2026-02-Q1
13-feb-2026,raquel castillo,FLOR,Manos Gel,MXN," $450,00",,Transferencia,VIP MEMBER REGALO," $450,00",1," $450,00"," $0,00"," $450,00",2026-02,7,2026-02-Q1
13-feb-2026,walk in,MARU,Manicura Spa,USD," $20,00",,Efectivo,," $20,00",17," $340,00"," $0,00"," $340,00",2026-02,7,2026-02-Q1
13-feb-2026,madison,FLOR,Manos Gel,MXN," $570,00"," $70,00",Efectivo,," $500,00",1," $570,00"," $70,00"," $500,00",2026-02,7,2026-02-Q1
13-feb-2026,walk in,KAREN RECEPCION,Depilacion rostro,MXN," $250,00",,Efectivo,," $250,00",1," $250,00"," $0,00"," $250,00",2026-02,7,2026-02-Q1
13-feb-2026,walk in,KAREN RECEPCION,Pies Gel ,MXN," $525,00",,Tarjeta,," $525,00",1," $525,00"," $0,00"," $525,00",2026-02,7,2026-02-Q1
13-feb-2026,clari,MARU,Manos Gel,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,7,2026-02-Q1
13-feb-2026,walk in,FLOR,Kapping Gel,MXN," $775,00"," $125,00",Efectivo,," $650,00",1," $775,00"," $125,00"," $650,00",2026-02,7,2026-02-Q1
13-feb-2026,walk in,FLOR,Manos Gel,MXN," $555,00",,Tarjeta,," $555,00",1," $555,00"," $0,00"," $555,00",2026-02,7,2026-02-Q1
13-feb-2026,walk in,FLOR,Pies Gel ,MXN," $600,00",,Tarjeta,," $600,00",1," $600,00"," $0,00"," $600,00",2026-02,7,2026-02-Q1
13-feb-2026,agustina,FLOR,Manos Gel,MXN," $577,00",,Tarjeta,," $577,00",1," $577,00"," $0,00"," $577,00",2026-02,7,2026-02-Q1
13-feb-2026,agustina,KAREN RECEPCION,Lifting,MXN," $525,00",,Tarjeta,," $525,00",1," $525,00"," $0,00"," $525,00",2026-02,7,2026-02-Q1
13-feb-2026,brittney,KAREN RECEPCION,Lifting,MXN," $604,00"," $79,00",Tarjeta,," $525,00",1," $604,00"," $79,00"," $525,00",2026-02,7,2026-02-Q1
13-feb-2026,,,Extras,MXN," $735,00",,Tarjeta,GIFT CARD. ," $735,00",1," $735,00"," $0,00"," $735,00",2026-02,7,2026-02-Q1
14-feb-2026,CAMILA,FLOR,Perfilado,MXN," $210,00",,Tarjeta,," $210,00",1," $210,00"," $0,00"," $210,00",2026-02,7,2026-02-Q1
14-feb-2026,alex,KAREN RECEPCION,Manos Gel,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,7,2026-02-Q1
14-feb-2026,Alex,FLOR,Pies Gel ,MXN," $700,00",,Efectivo,," $700,00",1," $700,00"," $0,00"," $700,00",2026-02,7,2026-02-Q1
14-feb-2026,samila,MARU,Manos Gel,MXN," $450,00",,Transferencia,," $450,00",1," $450,00"," $0,00"," $450,00",2026-02,7,2026-02-Q1
14-feb-2026,sabina,FLOR,Manos Gel,MXN," $500,00"," $50,00",Efectivo,," $450,00",1," $500,00"," $50,00"," $450,00",2026-02,7,2026-02-Q1
14-feb-2026,sabina,FLOR,Pies Gel ,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,7,2026-02-Q1
14-feb-2026,jazmine,FLOR,Pies Gel ,MXN," $525,00",,Tarjeta,," $525,00",1," $525,00"," $0,00"," $525,00",2026-02,7,2026-02-Q1
14-feb-2026,pia,MARU,Manos Gel,MXN," $450,00",,Transferencia,," $450,00",1," $450,00"," $0,00"," $450,00",2026-02,7,2026-02-Q1
14-feb-2026,sabine,KAREN,Extension pestañas,MXN," $1.100,00"," $50,00",Efectivo,," $1.050,00",1," $1.100,00"," $50,00"," $1.050,00",2026-02,7,2026-02-Q1
14-feb-2026,nadia,MARU,Manos Gel,MXN," $600,00",,Transferencia,," $600,00",1," $600,00"," $0,00"," $600,00",2026-02,7,2026-02-Q1
14-feb-2026,ying yo,FLOR,Manos Gel,MXN," $600,00",,Efectivo,," $600,00",1," $600,00"," $0,00"," $600,00",2026-02,7,2026-02-Q1
18-feb-2026,marla ,FLOR,Perfilado,MXN," $200,00",,Transferencia,," $200,00",1," $200,00"," $0,00"," $200,00",2026-02,8,2026-02-Q2
18-feb-2026,marla ,FLOR,Lifting,MXN," $500,00",,Transferencia,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,8,2026-02-Q2
18-feb-2026,tracy,KAREN,Extension pestañas,MXN," $800,00",,Efectivo,," $800,00",1," $800,00"," $0,00"," $800,00",2026-02,8,2026-02-Q2
18-feb-2026,valeria,FLOR,Manos Gel,MXN," $572,00"," $71,00",Tarjeta,," $501,00",1," $572,00"," $71,00"," $501,00",2026-02,8,2026-02-Q2
18-feb-2026,valeria,MILI,Pies Gel ,MXN," $521,00"," $71,00",Tarjeta,," $450,00",1," $521,00"," $71,00"," $450,00",2026-02,8,2026-02-Q2
18-feb-2026,jessica,FLOR,Kapping Gel,MXN," $604,00"," $79,00",Tarjeta,," $525,00",1," $604,00"," $79,00"," $525,00",2026-02,8,2026-02-Q2
18-feb-2026,liya,MARU,Manos Gel,MXN," $470,00",,Tarjeta,," $470,00",1," $470,00"," $0,00"," $470,00",2026-02,8,2026-02-Q2
18-feb-2026,lumita,MILI,Pedicure Spa,MXN," $519,00"," $47,00",Tarjeta,," $472,00",1," $519,00"," $47,00"," $472,00",2026-02,8,2026-02-Q2
18-feb-2026,raquel,MARU,Acrilicas Esculpidas,MXN," $1.210,00"," $110,00",Tarjeta,," $1.100,00",1," $1.210,00"," $110,00"," $1.100,00",2026-02,8,2026-02-Q2
18-feb-2026,ana,MARU,Manos Gel,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,8,2026-02-Q2
18-feb-2026,emily,MILI,Kapping Gel,MXN," $636,00"," $58,00",Tarjeta,," $578,00",1," $636,00"," $58,00"," $578,00",2026-02,8,2026-02-Q2
18-feb-2026,gabriela,KAREN,Extension pestañas,MXN," $1.114,00"," $92,00",Tarjeta,," $1.022,00",1," $1.114,00"," $92,00"," $1.022,00",2026-02,8,2026-02-Q2
18-feb-2026,fiona,KAREN,Facial,MXN," $1.481,00"," $81,00",Tarjeta,," $1.400,00",1," $1.481,00"," $81,00"," $1.400,00",2026-02,8,2026-02-Q2
18-feb-2026,gabriela,FLOR,Kapping Gel,MXN," $879,00"," $92,00",Tarjeta,," $787,00",1," $879,00"," $92,00"," $787,00",2026-02,8,2026-02-Q2
18-feb-2026,fiona,FLOR,Extras,MXN," $309,00"," $81,00",Tarjeta,," $228,00",1," $309,00"," $81,00"," $228,00",2026-02,8,2026-02-Q2
18-feb-2026,ariane,FLOR,Extras,MXN," $100,00",,Efectivo,," $100,00",1," $100,00"," $0,00"," $100,00",2026-02,8,2026-02-Q2
18-feb-2026,fer,MILI,Kapping Gel,MXN," $600,00"," $50,00",Efectivo,," $550,00",1," $600,00"," $50,00"," $550,00",2026-02,8,2026-02-Q2
18-feb-2026,coralina,MARU,Manos Gel,MXN," $500,00",,Tarjeta,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,8,2026-02-Q2
18-feb-2026,abril,MARU,Manos Gel,MXN," $650,00",,Tarjeta,," $650,00",1," $650,00"," $0,00"," $650,00",2026-02,8,2026-02-Q2
18-feb-2026,abril,MILI,Manos Gel,MXN," $500,00",,Tarjeta,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,8,2026-02-Q2
18-feb-2026,abril,MARU,Pies Gel ,MXN," $150,00",,Tarjeta,," $150,00",1," $150,00"," $0,00"," $150,00",2026-02,8,2026-02-Q2
18-feb-2026,savvane,FLOR,Kapping Gel,MXN," $845,00"," $110,00",Tarjeta,," $735,00",1," $845,00"," $110,00"," $735,00",2026-02,8,2026-02-Q2
19-feb-2026,province,FLOR,Perfilado,MXN," $289,00"," $26,00",Tarjeta,," $263,00",1," $289,00"," $26,00"," $263,00",2026-02,8,2026-02-Q2
19-feb-2026,giselle,FLOR,Extras,MXN," $520,00"," $47,00",Tarjeta,," $473,00",1," $520,00"," $47,00"," $473,00",2026-02,8,2026-02-Q2
19-feb-2026,danette,MARU,Manos Gel,MXN,,,Transferencia,pendiente," $0,00",1," $0,00"," $0,00"," $0,00",2026-02,8,2026-02-Q2
19-feb-2026,victoria,FLOR,Kapping Gel,MXN," $1.000,00"," $100,00",Efectivo,," $900,00",1," $1.000,00"," $100,00"," $900,00",2026-02,8,2026-02-Q2
19-feb-2026,stefania,FLOR,Esculpidas,MXN," $700,00"," $100,00",Transferencia,," $600,00",1," $700,00"," $100,00"," $600,00",2026-02,8,2026-02-Q2
19-feb-2026,trish,MARU,Manos Gel,MXN," $865,00"," $105,00",Tarjeta,," $760,00",1," $865,00"," $105,00"," $760,00",2026-02,8,2026-02-Q2
19-feb-2026,trish,MILI,Pies Gel ,MXN," $705,00"," $105,00",Tarjeta,," $600,00",1," $705,00"," $105,00"," $600,00",2026-02,8,2026-02-Q2
19-feb-2026,tam,MILI,Pedicure Spa,MXN," $400,00",,Transferencia,," $400,00",1," $400,00"," $0,00"," $400,00",2026-02,8,2026-02-Q2
19-feb-2026,silvoia,MILI,Pies Gel ,MXN," $500,00",,Tarjeta,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,8,2026-02-Q2
19-feb-2026,carolina,MARU,Kapping Gel,MXN," $550,00"," $50,00",Transferencia,," $500,00",1," $550,00"," $50,00"," $500,00",2026-02,8,2026-02-Q2
20-feb-2026,norma ,FLOR,Pies Gel ,MXN," $510,00"," $40,00",Tarjeta,," $470,00",1," $510,00"," $40,00"," $470,00",2026-02,8,2026-02-Q2
20-feb-2026,maria,KAREN,Extension pestañas,MXN," $850,00",,Efectivo,," $850,00",1," $850,00"," $0,00"," $850,00",2026-02,8,2026-02-Q2
20-feb-2026,zoe,MILI,Kapping Gel,MXN," $735,00",,Tarjeta,," $735,00",1," $735,00"," $0,00"," $735,00",2026-02,8,2026-02-Q2
20-feb-2026,zoe,KAREN RECEPCION,Pies Gel ,MXN," $473,00",,Tarjeta,," $473,00",1," $473,00"," $0,00"," $473,00",2026-02,8,2026-02-Q2
20-feb-2026,walk in,MILI,Extras,MXN," $100,00",,Efectivo,," $100,00",1," $100,00"," $0,00"," $100,00",2026-02,8,2026-02-Q2
20-feb-2026,maria,MILI,Kapping Gel,MXN," $600,00",,Efectivo,," $600,00",1," $600,00"," $0,00"," $600,00",2026-02,8,2026-02-Q2
20-feb-2026,kim,FLOR,Manos Gel,MXN," $600,00",,Efectivo,," $600,00",1," $600,00"," $0,00"," $600,00",2026-02,8,2026-02-Q2
20-feb-2026,kim,FLOR,Pies Gel ,MXN," $600,00",,Efectivo,," $600,00",1," $600,00"," $0,00"," $600,00",2026-02,8,2026-02-Q2
20-feb-2026,lu ,MARU,Manos Gel,MXN," $700,00"," $100,00",Efectivo,," $600,00",1," $700,00"," $100,00"," $600,00",2026-02,8,2026-02-Q2
20-feb-2026,walk in,KAREN RECEPCION,Extras,MXN," $250,00"," $50,00",Efectivo,," $200,00",1," $250,00"," $50,00"," $200,00",2026-02,8,2026-02-Q2
20-feb-2026,lucie,KAREN RECEPCION,Lifting,MXN," $798,00"," $168,00",Tarjeta,," $630,00",1," $798,00"," $168,00"," $630,00",2026-02,8,2026-02-Q2
20-feb-2026,lucie,KAREN,Facial,MXN," $1.470,00",,Tarjeta,," $1.470,00",1," $1.470,00"," $0,00"," $1.470,00",2026-02,8,2026-02-Q2
20-feb-2026,lucie,MILI,Pies Gel ,MXN," $798,00"," $168,00",Tarjeta,," $630,00",1," $798,00"," $168,00"," $630,00",2026-02,8,2026-02-Q2
20-feb-2026,lucie,MILI,Manos Gel,MXN," $630,00",,Tarjeta,," $630,00",1," $630,00"," $0,00"," $630,00",2026-02,8,2026-02-Q2
20-feb-2026,walk in,FLOR,Pies Gel ,MXN," $289,00",,Tarjeta,," $289,00",1," $289,00"," $0,00"," $289,00",2026-02,8,2026-02-Q2
20-feb-2026,virginia,FLOR,Extras,MXN," $404,00"," $37,00",Tarjeta,," $367,00",1," $404,00"," $37,00"," $367,00",2026-02,8,2026-02-Q2
20-feb-2026,sol,FLOR,Manos Gel,MXN," $500,00"," $100,00",Transferencia,," $400,00",1," $500,00"," $100,00"," $400,00",2026-02,8,2026-02-Q2
20-feb-2026,sol,FLOR,Pies Gel ,MXN," $500,00",,Transferencia,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,8,2026-02-Q2
21-feb-2026,kasandra,FLOR,Pedicure Spa,MXN," $400,00",,Tarjeta,," $400,00",1," $400,00"," $0,00"," $400,00",2026-02,8,2026-02-Q2
21-feb-2026,kasandra,FLOR,Manos Gel,MXN," $640,00"," $95,00",Tarjeta,," $545,00",1," $640,00"," $95,00"," $545,00",2026-02,8,2026-02-Q2
21-feb-2026,natalie ,MILI,Kapping Gel,MXN," $650,00",,Tarjeta,," $650,00",1," $650,00"," $0,00"," $650,00",2026-02,8,2026-02-Q2
21-feb-2026,natalie ,MILI,Pies Gel ,MXN," $799,00"," $189,00",Tarjeta,," $610,00",1," $799,00"," $189,00"," $610,00",2026-02,8,2026-02-Q2
21-feb-2026,walk in,FLOR,Extras,MXN," $100,00",,Efectivo,," $100,00",1," $100,00"," $0,00"," $100,00",2026-02,8,2026-02-Q2
21-feb-2026,itcel,KAREN RECEPCION,Depilacion rostro,MXN," $210,00",,Tarjeta,," $210,00",1," $210,00"," $0,00"," $210,00",2026-02,8,2026-02-Q2
21-feb-2026,valeria,MILI,Manos Gel,MXN," $650,00",,Efectivo,," $650,00",1," $650,00"," $0,00"," $650,00",2026-02,8,2026-02-Q2
21-feb-2026,jasmine,FLOR,Kapping Gel,MXN," $1.213,00"," $110,00",Tarjeta,," $1.103,00",1," $1.213,00"," $110,00"," $1.103,00",2026-02,8,2026-02-Q2
21-feb-2026,iche,FLOR,Manos Gel,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,8,2026-02-Q2
21-feb-2026,soreya,KAREN,Extension pestañas,MXN," $1.000,00",,Efectivo,," $1.000,00",1," $1.000,00"," $0,00"," $1.000,00",2026-02,8,2026-02-Q2
21-feb-2026,isabella,MILI,Kapping Gel,MXN," $693,00"," $63,00",Tarjeta,," $630,00",1," $693,00"," $63,00"," $630,00",2026-02,8,2026-02-Q2
21-feb-2026,marissa,MILI,Manos Gel,MXN," $1.200,00"," $150,00",Tarjeta,," $1.050,00",1," $1.200,00"," $150,00"," $1.050,00",2026-02,8,2026-02-Q2
23-feb-2026,vero,KAREN RECEPCION,Pies Gel ,MXN," $450,00",,Transferencia,," $450,00",1," $450,00"," $0,00"," $450,00",2026-02,9,2026-02-Q2
23-feb-2026,sabri,MILI,Pies Gel ,MXN," $400,00",,Transferencia,," $400,00",1," $400,00"," $0,00"," $400,00",2026-02,9,2026-02-Q2
23-feb-2026,sabri,MILI,Manos Gel,MXN," $400,00",,Transferencia,," $400,00",1," $400,00"," $0,00"," $400,00",2026-02,9,2026-02-Q2
23-feb-2026,sabri,KAREN RECEPCION,Lifting,MXN," $500,00",,Transferencia,," $500,00",1," $500,00"," $0,00"," $500,00",2026-02,9,2026-02-Q2
23-feb-2026,rosie,MILI,Manos Gel,MXN," $600,00",,Efectivo,," $600,00",1," $600,00"," $0,00"," $600,00",2026-02,9,2026-02-Q2
23-feb-2026,rosie,MILI,Pies Gel ,MXN," $450,00",,Efectivo,," $450,00",1," $450,00"," $0,00"," $450,00",2026-02,9,2026-02-Q2
