INPUT — CORTES (Ventas),,,,,,,,,,,,,,,,
Cargá acá las ventas diarias. No edites DB/CALC.,,,,,,,,,,,,,,,,
Regla: Venta neta negocio = Total cobrado - Propina (propina no cuenta como ingreso del negocio).,,,,,,,,,,,,,,,,
CARGA CORTES DIARIOS,,,,,,,,,,,,,,,,
Fecha,Cliente,Staff,Servicio,Moneda,Total cobrado,Propina,Medio de pago,Notas,Venta neta negocio,TC aplicado,Total MXN,Propina MXN,Neto MXN,Mes,Semana,Quincena
14-mar-2026,annie,KAREN RECEPCION,Pies Gel ,MXN," $462,00"," $31,00",Tarjeta,," $431,00",1," $462,00"," $31,00"," $431,00",2026-03,11,2026-03-Q1
14-mar-2026,ency,FLOR,Manos Gel,MXN," $548,00"," $50,00",Tarjeta,," $498,00",1," $548,00"," $50,00"," $498,00",2026-03,11,2026-03-Q1
14-mar-2026,ency,FLOR,Pies Gel ,MXN," $549,00"," $50,00",Tarjeta,," $499,00",1," $549,00"," $50,00"," $499,00",2026-03,11,2026-03-Q1
14-mar-2026,itcel,FLOR,Depilacion rostro,MXN," $200,00",,Tarjeta,," $200,00",1," $200,00"," $0,00"," $200,00",2026-03,11,2026-03-Q1
14-mar-2026,itcel,FLOR,Depilacion rostro,MXN," $220,00",,Tarjeta,," $220,00",1," $220,00"," $0,00"," $220,00",2026-03,11,2026-03-Q1
16-feb-2026,sabina,MILI,Manos Gel,MXN," $600,00"," $100,00",Tarjeta,," $500,00",1," $600,00"," $100,00"," $500,00",2026-02,8,2026-02-Q2
16-mar-2026,sabina,MILI,Pies Gel ,MXN," $600,00",,Tarjeta,," $600,00",1," $600,00"," $0,00"," $600,00",2026-03,12,2026-03-Q2
16-mar-2026,telma,FLOR,Pies Gel ,MXN," $500,00"," $100,00",Efectivo,," $400,00",1," $500,00"," $100,00"," $400,00",2026-03,12,2026-03-Q2
16-mar-2026,kristina,FLOR,Pies Gel ,MXN," $400,00",,Efectivo,," $400,00",1," $400,00"," $0,00"," $400,00",2026-03,12,2026-03-Q2
16-mar-2026,kristina,MILI,Manos Gel,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-03,12,2026-03-Q2
16-mar-2026,kristina,FLOR,Pies Gel ,MXN," $604,00"," $79,00",Tarjeta,," $525,00",1," $604,00"," $79,00"," $525,00",2026-03,12,2026-03-Q2
16-mar-2026,walk in,MARU,Extras,MXN," $100,00",,Tarjeta,," $100,00",1," $100,00"," $0,00"," $100,00",2026-03,12,2026-03-Q2
17-mar-2026,savana,KAREN RECEPCION,Laminado,MXN," $525,00",,Tarjeta,," $525,00",1," $525,00"," $0,00"," $525,00",2026-03,12,2026-03-Q2
17-mar-2026,clari,MILI,Kapping Gel,MXN," $550,00",,Efectivo,," $550,00",1," $550,00"," $0,00"," $550,00",2026-03,12,2026-03-Q2
17-mar-2026,alex,KAREN RECEPCION,Perfilado,MXN," $84,00",,Tarjeta,," $84,00",1," $84,00"," $0,00"," $84,00",2026-03,12,2026-03-Q2
17-mar-2026,madison,KAREN,Facial,MXN," $1.570,00"," $100,00",Tarjeta,," $1.470,00",1," $1.570,00"," $100,00"," $1.470,00",2026-03,12,2026-03-Q2
17-mar-2026,madison,FLOR,Kapping Gel,MXN," $625,00"," $100,00",Tarjeta,," $525,00",1," $625,00"," $100,00"," $525,00",2026-03,12,2026-03-Q2
17-mar-2026,emily,FLOR,Pies Gel ,MXN," $525,00",,Tarjeta,," $525,00",1," $525,00"," $0,00"," $525,00",2026-03,12,2026-03-Q2
17-mar-2026,savannah,MILI,Kapping Gel,MXN," $655,00",,Tarjeta,," $655,00",1," $655,00"," $0,00"," $655,00",2026-03,12,2026-03-Q2
17-mar-2026,savannah,MILI,Pedicure Spa,MXN," $673,00"," $173,00",Tarjeta,," $500,00",1," $673,00"," $173,00"," $500,00",2026-03,12,2026-03-Q2
17-mar-2026,ana,FLOR,Manos Gel,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-03,12,2026-03-Q2
17-mar-2026,aslan ,FLOR,Lifting,MXN," $525,00",,Tarjeta,," $525,00",1," $525,00"," $0,00"," $525,00",2026-03,12,2026-03-Q2
18-mar-2026,amy ,MILI,Kapping Gel,MXN," $500,00"," $50,00",Efectivo,," $450,00",1," $500,00"," $50,00"," $450,00",2026-03,12,2026-03-Q2
18-mar-2026,walk in,MILI,Manos Gel,MXN," $578,00"," $53,00",Tarjeta,," $525,00",1," $578,00"," $53,00"," $525,00",2026-03,12,2026-03-Q2
18-mar-2026,walk in,FLOR,Manos Gel,MXN," $578,00"," $53,00",Tarjeta,," $525,00",1," $578,00"," $53,00"," $525,00",2026-03,12,2026-03-Q2
18-mar-2026,tanya ,FLOR,Manos Gel,MXN," $473,00",,Tarjeta,," $473,00",1," $473,00"," $0,00"," $473,00",2026-03,12,2026-03-Q2
18-mar-2026,adviane,MILI,Manos Gel,MXN," $544,00"," $71,00",Tarjeta,," $473,00",1," $544,00"," $71,00"," $473,00",2026-03,12,2026-03-Q2
18-mar-2026,adviena,MILI,Pies Gel ,MXN," $544,00"," $71,00",Tarjeta,," $473,00",1," $544,00"," $71,00"," $473,00",2026-03,12,2026-03-Q2
18-mar-2026,juli,MILI,Esculpidas,MXN," $700,00"," $50,00",Transferencia,," $650,00",1," $700,00"," $50,00"," $650,00",2026-03,12,2026-03-Q2
18-mar-2026,britney,FLOR,Manos Gel,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-03,12,2026-03-Q2
18-mar-2026,britney,FLOR,Pies Gel ,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-03,12,2026-03-Q2
19-mar-2026,cat ,KAREN RECEPCION,Manos Gel,MXN," $315,00",,Tarjeta,," $315,00",1," $315,00"," $0,00"," $315,00",2026-03,12,2026-03-Q2
19-mar-2026,cat ,KAREN RECEPCION,Pedicure Spa,MXN," $420,00",,Tarjeta,," $420,00",1," $420,00"," $0,00"," $420,00",2026-03,12,2026-03-Q2
19-mar-2026,esther,MILI,Manos Gel,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-03,12,2026-03-Q2
19-mar-2026,carolina,MILI,Esculpidas,MXN," $757,00"," $50,00",Tarjeta,," $707,00",1," $757,00"," $50,00"," $707,00",2026-03,12,2026-03-Q2
19-mar-2026,carolina,MILI,Pies Gel ,MXN," $500,00",,Tarjeta,," $500,00",1," $500,00"," $0,00"," $500,00",2026-03,12,2026-03-Q2
19-mar-2026,pia,FLOR,Pies Gel ,MXN," $558,00"," $158,00",Tarjeta,," $400,00",1," $558,00"," $158,00"," $400,00",2026-03,12,2026-03-Q2
19-mar-2026,pia,FLOR,Esculpidas,MXN," $650,00",,Tarjeta,," $650,00",1," $650,00"," $0,00"," $650,00",2026-03,12,2026-03-Q2
19-mar-2026,camila,MILI,Kapping Gel,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-03,12,2026-03-Q2
,,,,,,,,,,,,,,,,
20-mar-2026,fernanda,MILI,Esculpidas,MXN," $630,00",,Tarjeta,," $630,00",1," $630,00"," $0,00"," $630,00",2026-03,12,2026-03-Q2
20-mar-2026,sandra,FLOR,Esculpidas,MXN," $550,00"," $50,00",Transferencia,," $500,00",1," $550,00"," $50,00"," $500,00",2026-03,12,2026-03-Q2
20-mar-2026,SANDRA,KAREN RECEPCION,Pies Gel ,MXN," $450,00",,Otro,VIP MEMBER ," $450,00",1," $450,00"," $0,00"," $450,00",2026-03,12,2026-03-Q2
20/03,valeria ,FLOR,Lifting,MXN," $578,00"," $53,00",Tarjeta,," $525,00",1," $578,00"," $53,00"," $525,00",2026-03,12,2026-03-Q2
21-mar-2026,camila,FLOR,Manos Gel,MXN," $450,00",,Transferencia,," $450,00",1," $450,00"," $0,00"," $450,00",2026-03,12,2026-03-Q2
21-mar-2026,agustina,MILI,Manos Gel,MXN," $787,00",,Tarjeta,," $787,00",1," $787,00"," $0,00"," $787,00",2026-03,12,2026-03-Q2
21-mar-2026,emma,MILI,Pies Gel ,MXN," $483,00"," $63,00",Tarjeta,," $420,00",1," $483,00"," $63,00"," $420,00",2026-03,12,2026-03-Q2
21-mar-2026,walk in,KAREN RECEPCION,Pies Gel ,MXN," $420,00",,Tarjeta,," $420,00",1," $420,00"," $0,00"," $420,00",2026-03,12,2026-03-Q2
23-mar-2026,valeria ,MILI,Kapping Gel,MXN," $575,00"," $75,00",Tarjeta,," $500,00",1," $575,00"," $75,00"," $500,00",2026-03,13,2026-03-Q2
23-mar-2026,danethe,MILI,Esculpidas,MXN," $500,00",,Transferencia,," $500,00",1," $500,00"," $0,00"," $500,00",2026-03,13,2026-03-Q2
23-mar-2026,wandy,MILI,Kapping Gel,MXN," $578,00"," $53,00",Tarjeta,," $525,00",1," $578,00"," $53,00"," $525,00",2026-03,13,2026-03-Q2
23-mar-2026,walk in,KAREN RECEPCION,Lifting,MXN," $750,00"," $68,00",Tarjeta,," $682,00",1," $750,00"," $68,00"," $682,00",2026-03,13,2026-03-Q2
23-mar-2026,walk in,KAREN RECEPCION,Perfilado,MXN," $301,00"," $39,00",Tarjeta,," $262,00",1," $301,00"," $39,00"," $262,00",2026-03,13,2026-03-Q2
23-mar-2026,arice,MILI,Manos Gel,MXN," $600,00"," $50,00",Efectivo,," $550,00",1," $600,00"," $50,00"," $550,00",2026-03,13,2026-03-Q2
24-mar-2026,sofi matellan ,MILI,Kapping Gel,MXN," $575,00"," $75,00",Transferencia,," $500,00",1," $575,00"," $75,00"," $500,00",2026-03,13,2026-03-Q2
24-mar-2026,laura,MILI,Manicura Spa,MXN," $347,00"," $32,00",Tarjeta,," $315,00",1," $347,00"," $32,00"," $315,00",2026-03,13,2026-03-Q2
24-mar-2026,pauli,MILI,Kapping Gel,MXN," $700,00"," $100,00",Tarjeta,," $600,00",1," $700,00"," $100,00"," $600,00",2026-03,13,2026-03-Q2
24-mar-2026,kimberey,MILI,Pies Gel ,MXN," $578,00"," $53,00",Tarjeta,," $525,00",1," $578,00"," $53,00"," $525,00",2026-03,13,2026-03-Q2
25-mar-2026,wendy,KAREN RECEPCION,Perfilado,MXN," $210,00",,Tarjeta,," $210,00",1," $210,00"," $0,00"," $210,00",2026-03,13,2026-03-Q2
25-mar-2026,wendy,KAREN,Extension pestañas,MXN," $599,00"," $74,00",Tarjeta,," $525,00",1," $599,00"," $74,00"," $525,00",2026-03,13,2026-03-Q2
25-mar-2026,merari,KAREN RECEPCION,Pedicure Spa,MXN," $620,00"," $95,00",Tarjeta,," $525,00",1," $620,00"," $95,00"," $525,00",2026-03,13,2026-03-Q2
25-mar-2026,merari,MILI,Manos Gel,MXN," $829,00"," $94,00",Tarjeta,," $735,00",1," $829,00"," $94,00"," $735,00",2026-03,13,2026-03-Q2
25-mar-2026,walk in,KAREN RECEPCION,Perfilado,MXN," $200,00",,Efectivo,," $200,00",1," $200,00"," $0,00"," $200,00",2026-03,13,2026-03-Q2
25-mar-2026,mariana,MILI,Kapping Gel,MXN," $604,00"," $79,00",Tarjeta,," $525,00",1," $604,00"," $79,00"," $525,00",2026-03,13,2026-03-Q2
25-mar-2026,camelia,MILI,Kapping Gel,MXN," $600,00"," $50,00",Transferencia,," $550,00",1," $600,00"," $50,00"," $550,00",2026-03,13,2026-03-Q2
25-mar-2026,ana,MILI,Manos Gel,MXN," $280,00"," $44,50",Tarjeta,," $235,50",1," $280,00"," $44,50"," $235,50",2026-03,13,2026-03-Q2
25-mar-2026,ana,KAREN RECEPCION,Manicura Spa,MXN," $236,00",,Tarjeta,," $236,00",1," $236,00"," $0,00"," $236,00",2026-03,13,2026-03-Q2
25-mar-2026,ana,KAREN RECEPCION,Pedicure Spa,MXN," $464,50"," $44,50",Tarjeta,," $420,00",1," $464,50"," $44,50"," $420,00",2026-03,13,2026-03-Q2
26-mar-2026,stefi,MILI,Pies Gel ,MXN," $400,00",,Transferencia,," $400,00",1," $400,00"," $0,00"," $400,00",2026-03,13,2026-03-Q2
26-mar-2026,stefi,MILI,Manos Gel,MXN," $600,00"," $100,00",Transferencia,," $500,00",1," $600,00"," $100,00"," $500,00",2026-03,13,2026-03-Q2
26-mar-2026,luise,MILI,Manos Gel,MXN," $544,00"," $71,00",Tarjeta,," $473,00",1," $544,00"," $71,00"," $473,00",2026-03,13,2026-03-Q2
26-mar-2026,palo,MILI,Extras,MXN," $50,00",,Efectivo,," $50,00",1," $50,00"," $0,00"," $50,00",2026-03,13,2026-03-Q2
26-mar-2026,palo,KAREN RECEPCION,Lifting,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-03,13,2026-03-Q2
26-mar-2026,julia,MILI,Manicura Spa,MXN," $300,00",,Tarjeta,," $300,00",1," $300,00"," $0,00"," $300,00",2026-03,13,2026-03-Q2
26-mar-2026,julia,MILI,Pedicure Spa,MXN," $645,00",,Tarjeta,," $645,00",1," $645,00"," $0,00"," $645,00",2026-03,13,2026-03-Q2
27-mar-2026,tracy,KAREN,Extension pestañas,MXN," $500,00",,Efectivo,," $500,00",1," $500,00"," $0,00"," $500,00",2026-03,13,2026-03-Q2
27-mar-2026,alex,MILI,Pedicure Spa,MXN," $450,00",,Efectivo,," $450,00",1," $450,00"," $0,00"," $450,00",2026-03,13,2026-03-Q2
27-mar-2026,alex,MILI,Manos Gel,MXN," $450,00",,Efectivo,," $450,00",1," $450,00"," $0,00"," $450,00",2026-03,13,2026-03-Q2
27-mar-2026,meredith,KAREN RECEPCION,Lifting,MXN," $577,50"," $52,50",Tarjeta,," $525,00",1," $577,50"," $52,50"," $525,00",2026-03,13,2026-03-Q2
27-mar-2026,meredith,KAREN RECEPCION,Laminado,MXN," $577,50"," $52,50",Tarjeta,," $525,00",1," $577,50"," $52,50"," $525,00",2026-03,13,2026-03-Q2
27-mar-2026,media,MILI,Manos Gel,MXN," $544,00"," $71,00",Tarjeta,," $473,00",1," $544,00"," $71,00"," $473,00",2026-03,13,2026-03-Q2
27-mar-2026,angela,KAREN RECEPCION,Pedicure Spa,MXN," $500,00"," $80,00",Tarjeta,," $420,00",1," $500,00"," $80,00"," $420,00",2026-03,13,2026-03-Q2
27-mar-2026,vale,MILI,Manos Gel,MXN," $546,00"," $71,00",Tarjeta,," $475,00",1," $546,00"," $71,00"," $475,00",2026-03,13,2026-03-Q2
27-mar-2026,veronica,MILI,Esculpidas,MXN," $981,00"," $89,00",Tarjeta,," $892,00",1," $981,00"," $89,00"," $892,00",2026-03,13,2026-03-Q2
27-mar-2026,sarai,MILI,Extras,MXN," $100,00",,Efectivo,," $100,00",1," $100,00"," $0,00"," $100,00",2026-03,13,2026-03-Q2
28-mar-2026,shanel,MILI,Manos Gel,MXN," $500,00"," $50,00",Efectivo,," $450,00",1," $500,00"," $50,00"," $450,00",2026-03,13,2026-03-Q2
28-mar-2026,raquel,MILI,Manos Gel,MXN," $380,00",,Tarjeta,," $380,00",1," $380,00"," $0,00"," $380,00",2026-03,13,2026-03-Q2
28-mar-2026,raquel,MILI,Pies Gel ,MXN," $521,00"," $142,00",Tarjeta,"estan anotadas como son, sin desc"," $379,00",1," $521,00"," $142,00"," $379,00",2026-03,13,2026-03-Q2
28-mar-2026,raquel,KAREN,Facial,MXN," $1.182,00",,Tarjeta,," $1.182,00",1," $1.182,00"," $0,00"," $1.182,00",2026-03,13,2026-03-Q2
28-mar-2026,raquel,KAREN,Facial,MXN," $1.035,00"," $142,00",Tarjeta,," $893,00",1," $1.035,00"," $142,00"," $893,00",2026-03,13,2026-03-Q2
28-mar-2026,taylor,MILI,Kapping Gel,MXN," $665,00"," $87,00",Tarjeta,," $578,00",1," $665,00"," $87,00"," $578,00",2026-03,13,2026-03-Q2
28-mar-2026,walk in,MILI,Pedicure Spa,MXN," $400,00",,Efectivo,," $400,00",1," $400,00"," $0,00"," $400,00",2026-03,13,2026-03-Q2
30-mar-2026,geo,MILI,Manicura Spa,MXN," $315,00",,Tarjeta,," $315,00",1," $315,00"," $0,00"," $315,00",2026-03,14,2026-03-Q2
30-mar-2026,geo,MILI,Manicura Spa,MXN," $315,00",,Tarjeta,," $315,00",1," $315,00"," $0,00"," $315,00",2026-03,14,2026-03-Q2
30-mar-2026,geo,MILI,Pedicure Spa,MXN," $525,00"," $105,00",Tarjeta,," $420,00",1," $525,00"," $105,00"," $420,00",2026-03,14,2026-03-Q2
30-mar-2026,ellie,KAREN RECEPCION,Laminado,MXN," $525,00",,Tarjeta,," $525,00",1," $525,00"," $0,00"," $525,00",2026-03,14,2026-03-Q2
30-mar-2026,shalom,MILI,Pedicure Spa,MXN," $462,00"," $42,00",Tarjeta,," $420,00",1," $462,00"," $42,00"," $420,00",2026-03,14,2026-03-Q2
30/03,edgar,KAREN,Facial,MXN," $850,00",,,," $850,00",1," $850,00"," $0,00"," $850,00",2026-03,14,2026-03-Q2
30-mar-2026,edgar,MILI,Pedicure Spa,MXN," $400,00",,Efectivo,," $400,00",1," $400,00"," $0,00"," $400,00",2026-03,14,2026-03-Q2
30-mar-2026,edgar,MILI,Manicura Spa,MXN," $250,00",,Efectivo,,,,,,,,,
30-mar-2026,walk in,KAREN RECEPCION,Laminado,MXN," $578,00"," $53,00",Tarjeta,," $525,00",1," $578,00"," $53,00"," $525,00",2026-03,14,2026-03-Q2
30-mar-2026,edgar,KAREN RECEPCION,Perfilado,MXN," $200,00",,,," $200,00",1," $200,00"," $0,00"," $200,00",2026-03,14,2026-03-Q2
30-mar-2026,walk in,MARU,Manos Gel,MXN," $595,00"," $47,00",Tarjeta,," $548,00",1," $595,00"," $47,00"," $548,00",2026-03,14,2026-03-Q2
30-mar-2026,walk in,MILI,Pedicure Spa,MXN," $445,00"," $47,00",Tarjeta,," $398,00",1," $445,00"," $47,00"," $398,00",2026-03,14,2026-03-Q2
30-mar-2026,fernanda,MARU,Pies Gel ,MXN," $650,00",,Tarjeta,," $650,00",1," $650,00"," $0,00"," $650,00",2026-03,14,2026-03-Q2
31-mar-2026,mari,MILI,Extras,MXN," $50,00",,Efectivo,," $50,00",1," $50,00"," $0,00"," $50,00",2026-03,14,2026-03-Q2
31-mar-2026,fiona,MARU,Services Esculpidas,MXN," $903,00"," $63,00",Tarjeta,," $840,00",1," $903,00"," $63,00"," $840,00",2026-03,14,2026-03-Q2
31-mar-2026,fiona,KAREN RECEPCION,Pies Gel ,MXN," $483,00"," $63,00",Tarjeta,," $420,00",1," $483,00"," $63,00"," $420,00",2026-03,14,2026-03-Q2
31-mar-2026,juli,MILI,Manicura Spa,MXN," $378,00"," $63,00",Tarjeta,," $315,00",1," $378,00"," $63,00"," $315,00",2026-03,14,2026-03-Q2
31-mar-2026,juli,MARU,Kapping Gel,MXN," $756,00"," $126,00",Tarjeta,," $630,00",1," $756,00"," $126,00"," $630,00",2026-03,14,2026-03-Q2
02-abr-2026,juli,MARU,Esculpidas,MXN," $650,00",,Transferencia,," $650,00",1," $650,00"," $0,00"," $650,00",2026-04,14,2026-04-Q1
02-abr-2026,alex,KAREN RECEPCION,Depilacion rostro,MXN," $350,00",,Transferencia,," $350,00",1," $350,00"," $0,00"," $350,00",2026-04,14,2026-04-Q1
02-abr-2026,karen,MARU,Manos Gel,MXN," $600,00"," $50,00",Transferencia,," $550,00",1," $600,00"," $50,00"," $550,00",2026-04,14,2026-04-Q1
02/04,rizi,MARU,Kapping Gel,MXN," $650,00",,Tarjeta,," $650,00",1," $650,00"," $0,00"," $650,00",2026-04,14,2026-04-Q1
02-abr-2026,rizi,MARU,Perfilado,MXN," $250,00",,Tarjeta,," $250,00",1," $250,00"," $0,00"," $250,00",2026-04,14,2026-04-Q1
03-abr-2026,lindie,KAREN RECEPCION,Manos Gel,MXN," $543,00"," $71,00",Tarjeta,," $472,00",1," $543,00"," $71,00"," $472,00",2026-04,14,2026-04-Q1
03-abr-2026,razi,KAREN,Facial,MXN," $850,00",,Tarjeta,," $850,00",1," $850,00"," $0,00"," $850,00",2026-04,14,2026-04-Q1
03-abr-2026,razi,KAREN RECEPCION,Pies Gel ,MXN," $667,00"," $142,00",Tarjeta,," $525,00",1," $667,00"," $142,00"," $525,00",2026-04,14,2026-04-Q1
03-abr-2026,lindie,KAREN RECEPCION,Pies Gel ,MXN," $604,00"," $79,00",Tarjeta,," $525,00",1," $604,00"," $79,00"," $525,00",2026-04,14,2026-04-Q1
03-abr-2026,ursula,KAREN,Extension pestañas,MXN," $1.000,00"," $100,00",Tarjeta,," $900,00",1," $1.000,00"," $100,00"," $900,00",2026-04,14,2026-04-Q1
03-abr-2026,mafer,KAREN RECEPCION,Perfilado,MXN," $200,00",,Transferencia,," $200,00",1," $200,00"," $0,00"," $200,00",2026-04,14,2026-04-Q1
03-abr-2026,mafer,MARU,Manos Gel,MXN," $500,00",,Transferencia,," $500,00",1," $500,00"," $0,00"," $500,00",2026-04,14,2026-04-Q1
03-abr-2026,mafer,MARU,Pies Gel ,MXN," $500,00",,Transferencia,," $500,00",1," $500,00"," $0,00"," $500,00",2026-04,14,2026-04-Q1
03-abr-2026,fernanda,MARU,Manos Gel,MXN," $500,00",,Tarjeta,," $500,00",1," $500,00"," $0,00"," $500,00",2026-04,14,2026-04-Q1
04-abr-2026,sofi ,KAREN RECEPCION,Perfilado,MXN," $250,00"," $50,00",Transferencia,," $200,00",1," $250,00"," $50,00"," $200,00",2026-04,14,2026-04-Q1
04-abr-2026,agustina,KAREN RECEPCION,Lifting,MXN," $525,00",,Tarjeta,," $525,00",1," $525,00"," $0,00"," $525,00",2026-04,14,2026-04-Q1
04-abr-2026,agustina,KAREN RECEPCION,Perfilado,MXN," $279,00"," $69,00",Tarjeta,," $210,00",1," $279,00"," $69,00"," $210,00",2026-04,14,2026-04-Q1
04-abr-2026,ingrid,KAREN RECEPCION,Pedicure Spa,MXN," $400,00",,Transferencia,," $400,00",1," $400,00"," $0,00"," $400,00",2026-04,14,2026-04-Q1
04-abr-2026,agustina,MARU,Kapping Gel,MXN," $698,00"," $68,00",Tarjeta,," $630,00",1," $698,00"," $68,00"," $630,00",2026-04,14,2026-04-Q1
04-abr-2026,britney,MARU,Esculpidas,MXN," $966,00"," $126,00",Tarjeta,," $840,00",1," $966,00"," $126,00"," $840,00",2026-04,14,2026-04-Q1
04-abr-2026,ingrid,MARU,Manos Gel,MXN," $500,00",,Transferencia,," $500,00",1," $500,00"," $0,00"," $500,00",2026-04,14,2026-04-Q1
04-abr-2026,sofia,MARU,Esculpidas,MXN," $800,00",,Efectivo,," $800,00",1," $800,00"," $0,00"," $800,00",2026-04,14,2026-04-Q1
04-abr-2026,juli,MARU,Acrilicas Esculpidas,MXN," $500,00",,Tarjeta,," $500,00",1," $500,00"," $0,00"," $500,00",2026-04,14,2026-04-Q1
04-abr-2026,juli,MARU,Pies Gel ,MXN," $500,00",,Tarjeta,," $500,00",1," $500,00"," $0,00"," $500,00",2026-04,14,2026-04-Q1
06/04,shanon,FANNY,Extras,MXN," $250,00",,Tarjeta,," $250,00",1," $250,00"," $0,00"," $250,00",2026-04,15,2026-04-Q1
06-abr-2026,shanon,FANNY,Manos Gel,MXN," $291,00"," $71,00",Tarjeta,," $220,00",1," $291,00"," $71,00"," $220,00",2026-04,15,2026-04-Q1
06-abr-2026,cloe,MARU,Kapping Gel,MXN," $600,00",,Tarjeta,," $600,00",1," $600,00"," $0,00"," $600,00",2026-04,15,2026-04-Q1
06-abr-2026,cloe,MARU,Pies Gel ,MXN," $500,00",,Tarjeta,," $500,00",1," $500,00"," $0,00"," $500,00",2026-04,15,2026-04-Q1
06-abr-2026,nadine,FANNY,Manos Gel,MXN," $450,00",,Tarjeta,," $450,00",1," $450,00"," $0,00"," $450,00",2026-04,15,2026-04-Q1
06-abr-2026,nadine,FANNY,Pies Gel ,MXN," $400,00",,Tarjeta,," $400,00",1," $400,00"," $0,00"," $400,00",2026-04,15,2026-04-Q1
06-abr-2026,nadine,FANNY,Extras,MXN," $298,00"," $150,00",Tarjeta,," $148,00",1," $298,00"," $150,00"," $148,00",2026-04,15,2026-04-Q1
06-abr-2026,walk in,FANNY,Extras,MXN," $231,00"," $21,00",Tarjeta,," $210,00",1," $231,00"," $21,00"," $210,00",2026-04,15,2026-04-Q1
06-abr-2026,kimberley,FANNY,Extras,MXN," $274,00"," $84,00",Tarjeta,," $190,00",1," $274,00"," $84,00"," $190,00",2026-04,15,2026-04-Q1
06-abr-2026,kimberley,FANNY,Kapping Gel,MXN," $650,00",,Tarjeta,," $650,00",1," $650,00"," $0,00"," $650,00",2026-04,15,2026-04-Q1
06-abr-2026,ency ,MARU,Manos Gel,MXN," $525,00",,Tarjeta,," $525,00",1," $525,00"," $0,00"," $525,00",2026-04,15,2026-04-Q1
06-abr-2026,itcel ,MARU,Depilacion rostro,MXN," $150,00",,Tarjeta,," $150,00",1," $150,00"," $0,00"," $150,00",2026-04,15,2026-04-Q1
07-abr-2026,mayra,FANNY,Manos Gel,MXN," $500,00",,Tarjeta,," $500,00",1," $500,00"," $0,00"," $500,00",2026-04,15,2026-04-Q1
07-abr-2026,elizabeth,FANNY,Manos Gel,MXN," $635,00"," $58,00",Tarjeta,," $577,00",1," $635,00"," $58,00"," $577,00",2026-04,15,2026-04-Q1
07-abr-2026,emily,FANNY,Pies Gel ,MXN," $605,00"," $58,00",Tarjeta,," $547,00",1," $605,00"," $58,00"," $547,00",2026-04,15,2026-04-Q1
07-abr-2026,sofi,MARU,Manos Gel,MXN," $657,00"," $57,00",Tarjeta,," $600,00",1," $657,00"," $57,00"," $600,00",2026-04,15,2026-04-Q1
07-abr-2026,mama sofi,FANNY,Manos Gel,MXN," $547,00"," $57,00",Tarjeta,," $490,00",1," $547,00"," $57,00"," $490,00",2026-04,15,2026-04-Q1
07-abr-2026,mariela ,MARU,Kapping Gel,MXN," $550,00",,Tarjeta,," $550,00",1," $550,00"," $0,00"," $550,00",2026-04,15,2026-04-Q1
07-abr-2026,vnaesa,FANNY,Acrilicas Esculpidas,MXN," $1.155,00"," $105,00",Tarjeta,," $1.050,00",1," $1.155,00"," $105,00"," $1.050,00",2026-04,15,2026-04-Q1
07-abr-2026,walk in,MARU,Extras,MXN," $120,00",,Efectivo,," $120,00",1," $120,00"," $0,00"," $120,00",2026-04,15,2026-04-Q1
08-abr-2026,jennifer,MARU,Lifting,MXN," $525,00",,Tarjeta,," $525,00",1," $525,00"," $0,00"," $525,00",2026-04,15,2026-04-Q1
08-abr-2026,diana,FANNY,Pies Gel ,MXN," $845,00"," $110,00",Tarjeta,," $735,00",1," $845,00"," $110,00"," $735,00",2026-04,15,2026-04-Q1
08-abr-2026,jessy,FANNY,Pies Gel ,MXN," $423,00"," $23,00",Tarjeta,," $400,00",1," $423,00"," $23,00"," $400,00",2026-04,15,2026-04-Q1
08-abr-2026,jessy,MARU,Manos Gel,MXN," $373,00"," $23,00",Tarjeta,," $350,00",1," $373,00"," $23,00"," $350,00",2026-04,15,2026-04-Q1
09-abr-2026,liat,FANNY,Acrilicas Esculpidas,MXN," $1.027,00"," $134,00",Tarjeta,," $893,00",1," $1.027,00"," $134,00"," $893,00",2026-04,15,2026-04-Q1
09-abr-2026,adriane,MARU,Manos Gel,MXN," $642,00"," $142,00",Tarjeta,," $500,00",1," $642,00"," $142,00"," $500,00",2026-04,15,2026-04-Q1
09-abr-2026,adriane,MARU,Pedicure Spa,MXN," $445,00",,Tarjeta,," $445,00",1," $445,00"," $0,00"," $445,00",2026-04,15,2026-04-Q1
09-abr-2026,raquel,FANNY,Pies Gel ,MXN," $600,00",,Transferencia,," $600,00",1," $600,00"," $0,00"," $600,00",2026-04,15,2026-04-Q1
